                                   Produced by tracking algorithm WTRACK revision 167, developed by Freie Universitaet Berlin-Institute of Meteorology
        DATE INDEX  SIZE     AREA     LON     LAT   RADIUS   MEANV    STDV    MINV    MAXV  LONMAX  LATMAX       SSIn       SSIs         SSIu      SSIan
Event: 207900001 Start:   2079100100 Length:  6 Area:     237.806 SSIscaled:     16.45211 SSIarea:     20.75766
  2079100100     1   163  139.394  288.37   57.68   955.14   30.53    4.57   23.23   42.31  288.00   57.76    4.05521   73267.86     3428565.8    5.11646
  2079100106     1   127  106.652  293.34   58.09   708.89   32.57    5.26   23.87   42.49  292.50   57.76    5.16779   98193.41     3217028.5    6.52021
  2079100112     1   129  108.117  297.99   57.99   722.56   32.14    4.94   22.93   42.27  298.12   57.76    4.03540   79180.37     3112519.8    5.09147
  2079100118     1   110   91.155  302.39   57.83   757.77   31.61    4.85   21.43   40.25  302.62   57.76    2.46889   49235.41     2492399.5    3.11501
  2079100200     1   104   87.702  305.65   57.96   756.37   30.81    2.86   23.46   36.25  308.25   57.76    0.71249   15148.93     2128836.2    0.89895
  2079100206     1    45   37.568  313.37   57.47   629.40   28.99    2.18   24.09   31.92  316.12   56.64    0.01233     336.84      752938.7    0.01556
Event: 207900003 Start:   2079100106 Length: 10 Area:     295.745 SSIscaled:      1.15488 SSIarea:      1.45710
  2079100106     3    87   56.886  216.38   65.59   824.64   27.43    4.10   16.87   34.96  213.75   64.49    0.43726    7868.73     1012241.5    0.55168
  2079100112     3    96   62.070  222.39   65.01   705.15   24.89    3.52   14.84   30.30  222.75   65.61    0.21118    2970.98      818705.4    0.26644
  2079100118     3    85   49.451  240.78   69.55   680.21   22.70    0.86   20.94   24.90  232.88   65.61    0.00470      60.91      469675.7    0.00593
  2079100200     3    84   48.853  246.92   68.83  1007.55   23.90    1.35   20.96   26.49  247.50   68.97    0.06986     890.01      544679.0    0.08814
  2079100206     3    82   50.327  255.75   67.24   891.11   24.45    1.75   21.49   28.14  257.62   66.73    0.13522    1751.57      604468.7    0.17060
  2079100212     3   100   69.451  264.45   64.91  1190.47   24.56    1.47   22.03   28.56  266.62   64.49    0.10101    1437.40      841388.4    0.12744
  2079100218     3    89   66.780  275.83   61.42   873.23   25.14    1.47   22.53   28.57  286.88   57.76    0.08163    1215.27      867047.5    0.10299
  2079100300     3    98   77.805  286.85   58.58  1233.11   25.71    1.85   22.49   29.38  291.38   56.64    0.06231    1105.30     1085702.9    0.07862
  2079100306     3    53   44.204  286.60   57.40   701.13   25.85    1.77   22.82   29.25  284.62   56.64    0.03207     577.94      626155.5    0.04046
  2079100312     3    23   20.436  292.57   55.72   401.66   28.01    1.57   25.10   30.32  292.50   55.51    0.01965     423.11      366601.8    0.02480
Event: 207900006 Start:   2079100300 Length:  4 Area:      55.415 SSIscaled:      0.00415 SSIarea:      0.00524
  2079100300     6    25   20.233  341.44   58.87   507.32   29.99    0.53   29.03   30.81  339.75   58.88    0.00043      13.59      441973.3    0.00054
  2079100306     6    27   20.844  345.84   60.16   511.68   29.71    0.61   28.46   30.66  345.38   60.00    0.00064      19.39      442518.6    0.00080
  2079100312     6    37   26.901  355.19   62.21   479.34   29.34    0.82   27.62   30.90  354.38   62.24    0.00229      65.12      550698.4    0.00289
  2079100318     6    25   17.454    3.42   63.39   421.37   28.82    0.87   26.42   30.54    5.62   63.36    0.00080      22.53      338969.6    0.00100
Event: 207900007 Start:   2079100306 Length:  9 Area:     226.664 SSIscaled:      0.60002 SSIarea:      0.75695
  2079100306     7    42   17.122   36.71   74.87   296.32   24.45    0.97   22.76   26.32   36.00   74.58    0.00678     103.54      203339.8    0.00855
  2079100312     7   159   48.276   57.94   79.22   607.36   24.91    1.60   21.92   27.80   59.62   80.19    0.09756    1376.96      611181.9    0.12307
  2079100318     7   204   53.395   84.46   80.46   561.31   23.98    1.25   21.39   26.46   86.62   80.19    0.06197     817.56      600246.2    0.07818
  2079100400     7   256   70.051  104.87   78.73   669.68   24.44    2.04   20.82   28.93  102.38   77.94    0.34553    4191.07      844965.3    0.43590
  2079100406     7   326   81.889  118.80   77.26  1211.76   22.69    1.11   20.69   25.11  108.00   75.70    0.07015     807.58      779354.1    0.08850
  2079100412     7    70   28.298  132.61   74.76  1006.06   21.81    0.58   20.48   22.70  132.75   74.58    0.00655      70.34      237834.3    0.00826
  2079100418     7    59   21.089   94.76   77.30   584.11   22.04    0.55   20.99   23.19   92.25   77.94    0.00072       9.02      183018.5    0.00091
  2079100500     7    84   28.676  102.51   77.73   389.70   22.70    0.75   21.04   24.04  102.38   77.94    0.00795      98.09      272120.8    0.01002
  2079100506     7    57   18.510  116.88   78.27   315.78   21.90    0.54   20.74   22.65  118.12   77.94    0.00281      31.83      157454.3    0.00355
Event: 207900010 Start:   2079100400 Length:  4 Area:      90.730 SSIscaled:      0.47725 SSIarea:      0.60215
  2079100400    10    46   40.579  222.12   56.72   829.81   29.84    1.61   26.86   33.28  220.50   58.88    0.06883    1651.33      879445.5    0.08684
  2079100406    10    52   44.984  223.12   57.23   951.05   31.11    3.18   23.03   37.88  221.62   58.88    0.27181    6733.65     1129373.4    0.34295
  2079100412    10    47   41.631  227.47   55.94   874.42   29.64    4.21   19.52   36.64  227.25   56.64    0.11396    3116.91      928166.6    0.14378
  2079100418    10    16   15.089  233.10   52.10   555.04   28.19    3.30   22.56   33.57  231.75   53.27    0.02265     529.84      284538.6    0.02858
Event: 207900022 Start:   2079100512 Length: 14 Area:     342.738 SSIscaled:      3.49751 SSIarea:      4.41272
  2079100512    22    50   31.242    6.81   66.74   662.66   27.95    1.20   25.52   30.73    3.38   63.36    0.00681     153.05      555001.1    0.00859
  2079100518    22   121   78.236    4.30   64.57   921.46   29.64    2.34   24.26   35.02  357.75   61.12    0.09183    2342.06     1679076.9    0.11586
  2079100600    22   201  110.188   12.49   66.27  1441.74   29.03    3.66   22.54   38.39    9.00   63.36    0.38131    9364.56     2285714.8    0.48110
  2079100606    22   300  181.952  359.14   66.60  1628.38   29.01    3.11   23.21   37.34  344.25   65.61    0.51442   12086.84     3718009.2    0.64904
  2079100612    22   280  158.468  350.11   67.29  1623.42   29.08    3.12   23.17   36.78  345.38   66.73    0.56974   13067.11     3264761.0    0.71883
  2079100618    22   275  147.746    1.22   69.08  1292.05   29.10    2.90   22.41   34.40  346.50   66.73    0.62731   13098.22     3032068.2    0.79146
  2079100700    22   214  111.766   11.70   70.58  1218.47   28.40    2.16   23.18   32.04   14.62   70.09    0.38840    7527.54     2106185.8    0.49003
  2079100706    22   186   92.737   17.22   71.26   814.09   28.06    2.24   23.20   31.71   16.88   71.21    0.35026    6530.52     1688121.5    0.44191
  2079100712    22   162   77.653   19.09   71.78   735.81   27.44    2.09   22.77   31.10   16.88   71.21    0.23437    4216.04     1319799.6    0.29570
  2079100718    22   102   47.213   20.52   72.71   500.58   26.29    1.45   22.75   28.49   15.75   72.34    0.05689     973.31      699939.7    0.07177
  2079100800    22    67   32.923   20.06   71.79   455.21   26.05    1.14   23.04   28.14   18.00   71.21    0.01598     286.30      473455.9    0.02016
  2079100806    22    83   43.410   23.02   70.41   438.46   27.36    1.91   23.74   31.02   22.50   70.09    0.06980    1361.47      729462.3    0.08806
  2079100812    22    87   45.651   29.35   70.32   546.33   26.88    2.26   22.99   30.97   25.88   70.09    0.11465    2041.92      732204.9    0.14465
  2079100818    22    95   52.730   33.38   69.40   530.25   26.13    1.74   22.56   29.01   30.38   70.09    0.07573    1269.44      770703.3    0.09555
Event: 207900029 Start:   2079100606 Length: 10 Area:     180.711 SSIscaled:      8.86846 SSIarea:     11.18806
  2079100606    29    96   30.806   30.75   78.00   544.41   25.11    1.49   21.53   27.66   32.62   76.82    0.06615     933.34      398484.0    0.08345
  2079100612    29   326  107.218    4.97   77.49  1700.94   26.39    3.47   20.57   38.54  340.88   79.06    0.72461   12561.55     1680345.6    0.91414
  2079100618    29   187   45.610  341.71   79.06   923.96   29.51    6.28   18.98   42.76  340.88   79.06    1.56921   28617.28     1079401.4    1.97961
  2079100700    29   211   52.928  342.29   78.84   902.38   30.78    6.67   19.71   43.88  340.88   79.06    2.94710   51534.70     1426550.9    3.71791
  2079100706    29   201   56.789  343.15   78.24   882.59   30.71    5.78   18.99   40.45  340.88   79.06    2.56168   43573.61     1471928.6    3.23173
  2079100712    29   146   45.983  342.99   78.06   932.79   28.34    3.78   19.87   34.62  339.75   79.06    0.53079    8958.04      890869.8    0.66963
  2079100718    29   123   36.660  332.33   78.35   794.28   26.21    2.68   19.84   30.53  308.25   81.31    0.04926     885.86      550407.4    0.06215
  2079100800    29   124   35.602  330.27   79.24   897.87   26.78    2.92   19.56   31.80  327.38   81.31    0.08275    1422.10      572464.1    0.10439
  2079100806    29   143   42.879  337.34   77.92   884.72   28.31    3.83   19.33   35.52  338.62   79.06    0.32426    6050.31      829524.3    0.40908
  2079100812    29    72   21.431  335.80   77.44   825.27   25.71    2.57   19.58   29.89  335.25   79.06    0.01265     207.94      303107.5    0.01596
Event: 207900035 Start:   2079100618 Length:  4 Area:      59.261 SSIscaled:      0.27490 SSIarea:      0.34680
  2079100618    35    69   19.572  274.26   79.69   426.10   23.77    1.87   20.02   27.73  272.25   80.19    0.08300     930.51      216464.4    0.10470
  2079100700    35    98   28.920  289.54   78.97   558.50   25.33    2.70   20.84   30.54  290.25   79.06    0.10135    1544.12      393151.8    0.12786
  2079100706    35    78   25.117  298.33   77.97   651.84   26.44    2.42   19.82   30.05  301.50   81.31    0.07326    1205.83      384928.3    0.09242
  2079100712    35    59   17.915  301.74   79.51   809.42   25.24    2.60   20.16   30.67  299.25   80.19    0.01729     304.02      240226.4    0.02182
Event: 207900039 Start:   2079100700 Length:  8 Area:     333.087 SSIscaled:     12.50367 SSIarea:     15.77600
  2079100700    39    18   20.948  153.98   43.39   771.60   34.18    2.75   30.91   40.26  154.12   43.18    0.06549    2387.52      690192.9    0.08263
  2079100706    39    37   41.891  157.25   44.22   768.28   39.28    5.85   28.62   48.97  157.50   44.30    1.24802   47180.11     2191166.0    1.57465
  2079100712    39    76   79.751  159.31   47.47  1054.13   39.61    7.13   26.68   54.32  160.88   46.54    4.07786  144631.73     4409493.5    5.14508
  2079100718    39    81   80.315  159.69   51.32  1303.47   39.54    6.97   26.60   54.19  160.88   51.03    5.74892  172436.00     4394993.0    7.25346
  2079100800    39   113  103.867  157.33   54.52  1507.97   30.54    4.59   22.41   38.80  168.75   49.91    0.67161   16164.95     2555824.5    0.84737
  2079100806    39    78   73.938  143.65   53.76  1000.79   27.11    2.15   22.55   31.96  145.12   54.39    0.28986    4896.62     1214537.8    0.36572
  2079100812    39    53   51.115  142.58   51.46   653.81   28.48    2.87   23.22   33.98  142.88   51.03    0.39455    7141.27      984667.4    0.49780
  2079100818    39    21   21.067  143.14   49.97   299.32   26.36    1.13   24.09   28.11  142.88   49.91    0.00736     141.88      313953.4    0.00929
Event: 207900054 Start:   2079100806 Length:  7 Area:     130.417 SSIscaled:      1.18070 SSIarea:      1.48970
  2079100806    54    21   23.966   97.33   43.63   448.84   16.86    2.28   12.04   21.08   97.88   42.06    0.12546     443.43       98063.6    0.15829
  2079100812    54    27   30.390  100.13   43.77   678.89   15.93    2.01   13.17   19.48  100.12   42.06    0.01141      45.04      104067.2    0.01440
  2079100818    54    33   37.467  104.44   43.41   446.77   18.78    2.37   13.04   21.43  104.62   42.06    0.12869     685.09      209918.4    0.16237
  2079100900    54    53   56.448  103.83   47.70   821.29   16.96    2.64   10.48   23.11  102.38   53.27    0.22484     626.52      238794.4    0.28369
  2079100906    54    56   58.756  104.39   48.03   897.32   17.75    2.58   10.79   21.72  103.50   52.15    0.63320    1687.91      281815.0    0.79892
  2079100912    54    34   34.575  105.66   49.03   580.75   17.74    2.74   12.28   23.16  104.62   52.15    0.05404     237.00      167470.4    0.06818
  2079100918    54    17   17.422  107.69   48.94   287.27   16.24    1.87   13.81   20.18  106.88   51.03    0.00306      13.27       62852.4    0.00386
Event: 207900060 Start:   2079100818 Length:  4 Area:      67.224 SSIscaled:      0.07110 SSIarea:      0.08971
  2079100818    60    18   18.943  181.07   46.89   465.95   34.61    1.46   32.74   37.80  181.12   46.54    0.01882     749.25      638493.2    0.02374
  2079100900    60    17   16.530  185.86   51.73   333.49   33.14    1.47   30.81   35.67  185.62   52.15    0.01099     400.96      489605.1    0.01386
  2079100906    60    22   20.171  191.37   54.22   361.43   32.83    1.83   29.32   36.03  191.25   54.39    0.03105    1014.13      582422.2    0.03918
  2079100912    60    26   23.186  188.23   55.46   352.18   31.35    1.18   28.46   33.11  186.75   55.51    0.01024     319.63      580488.5    0.01293
Event: 207900076 Start:   2079101012 Length:  4 Area:      76.042 SSIscaled:      0.29622 SSIarea:      0.37374
  2079101012    76    44   40.530  251.00   55.12   746.08   25.56    1.47   22.73   28.52  249.75   55.51    0.03721     613.77      553074.9    0.04695
  2079101018    76    38   34.914  253.40   54.95   667.31   25.37    1.77   22.91   29.11  253.12   55.51    0.06115     957.01      468119.9    0.07716
  2079101100    76    54   51.251  257.56   52.91   768.56   25.82    1.98   22.22   29.84  256.50   53.27    0.16495    2489.23      726101.9    0.20812
  2079101106    76    40   38.827  259.22   51.53   517.20   24.83    1.30   22.54   27.27  257.62   52.15    0.03291     497.34      484492.0    0.04152
Event: 207900081 Start:   2079101100 Length: 11 Area:     293.881 SSIscaled:      2.49813 SSIarea:      3.15187
  2079101100    81    26   20.614   84.85   60.14   420.54   24.04    1.16   21.77   25.92   84.38   60.00    0.01901     255.05      233156.5    0.02399
  2079101106    81    61   48.023   90.59   61.69   923.03   24.95    1.57   22.05   28.46   91.12   63.36    0.09576    1351.45      610802.9    0.12082
  2079101112    81    45   30.888   97.16   64.35   420.02   24.36    1.60   21.05   27.29   97.88   64.49    0.05962     789.42      366008.2    0.07522
  2079101118    81    41   33.674   91.24   58.39   596.01   25.32    2.02   21.23   28.97   92.25   58.88    0.12932    1785.42      450811.0    0.16317
  2079101200    81    60   45.668  102.63   61.28   577.31   25.05    2.29   20.13   29.31  101.25   61.12    0.41723    4816.70      595035.2    0.52642
