                                   Produced by tracking algorithm WTRACK revision 167, developed by Freie Universitaet Berlin-Institute of Meteorology
        DATE INDEX  SIZE     AREA     LON     LAT   RADIUS   MEANV    STDV    MINV    MAXV  LONMAX  LATMAX       SSIn       SSIs         SSIu      SSIan
Event: 203600001 Start:   2036100100 Length:  4 Area:      94.395 SSIscaled:      0.75573 SSIarea:      0.95348
  2036100100     1   108   60.769  266.10   67.94   803.06   25.13    2.21   21.32   30.01  267.75   66.73    0.28205    3782.69      798093.0    0.35586
  2036100106     1   121   62.757  266.24   69.77   875.33   25.07    2.39   20.83   30.01  270.00   67.85    0.39201    4977.82      822137.3    0.49458
  2036100112     1    89   42.076  265.58   71.70   653.20   23.50    1.37   20.77   25.63  266.62   71.21    0.07066     837.90      446350.5    0.08915
  2036100118     1    63   27.400  265.15   73.38   533.80   22.24    0.94   20.26   23.89  265.50   72.34    0.01101     126.61      245032.4    0.01389
Event: 203600005 Start:   2036100112 Length: 12 Area:     245.592 SSIscaled:      0.92765 SSIarea:      1.17042
  2036100112     5    81   62.454  111.67   61.14   798.84   21.08    2.06   15.13   23.85  104.62   63.36    0.04368     418.43      486041.6    0.05511
  2036100118     5    24   20.764  114.21   56.61   350.22   17.84    1.49   15.38   20.11  115.88   57.76    0.00456      27.21       97348.6    0.00576
  2036100200     5    38   27.469  116.78   62.41   676.08   19.70    1.26   17.31   22.21  112.50   62.24    0.00534      48.06      171918.3    0.00673
  2036100206     5    39   28.491  119.59   62.22   621.91   20.40    1.82   17.47   23.21  119.25   62.24    0.03590     301.64      200374.3    0.04530
  2036100212     5   113   90.845  124.66   60.26   853.37   21.78    2.22   14.87   26.47  123.75   61.12    0.37008    3237.97      782646.2    0.46692
  2036100218     5    35   27.582  128.86   59.67   364.84   20.89    1.57   17.65   23.75  129.38   58.88    0.03592     322.59      206853.1    0.04532
  2036100300     5    43   32.250  131.24   61.45   476.27   21.05    1.68   17.55   23.90  136.12   58.88    0.04300     313.68      248018.5    0.05425
  2036100306     5    20   15.597  135.76   60.52   458.75   22.00    2.18   17.50   25.06  140.62   58.88    0.00093       9.78      138248.6    0.00117
  2036100312     5    61   44.517  145.84   62.46   770.39   23.26    3.28   15.33   28.86  141.75   57.76    0.08486    1080.79      479586.2    0.10706
  2036100318     5    60   41.835  150.33   65.29   924.57   24.38    2.69   17.73   28.76  150.75   65.61    0.17595    1948.17      507898.0    0.22200
  2036100400     5    44   29.983  152.30   64.82   544.11   25.14    2.62   19.74   29.41  154.12   61.12    0.11368    1412.99      397912.6    0.14343
  2036100406     5    25   17.446  155.39   62.44   490.25   24.98    2.62   19.71   29.37  155.25   61.12    0.01375     242.74      227078.4    0.01735
Event: 203600013 Start:   2036100212 Length:  6 Area:     229.658 SSIscaled:      2.24085 SSIarea:      2.82730
  2036100212    13    32   31.967  253.32   50.04   675.10   25.85    1.57   19.29   27.61  253.12   49.91    0.00461      88.97      451190.0    0.00582
  2036100218    13    89   89.910  251.12   47.81  1082.95   20.89    5.67   10.07   30.33  253.12   52.15    0.22593    1445.53      804593.8    0.28506
  2036100300    13    64   63.794  257.41   51.37   746.69   26.71    3.09   23.09   34.78  257.62   51.03    0.52053    8343.17     1024367.4    0.65676
  2036100306    13   129  129.747  259.97   50.19   916.35   27.19    2.56   22.93   33.96  259.88   51.03    1.03198   15872.25     2165334.8    1.30206
  2036100312    13   121  122.300  264.12   49.10   926.22   26.18    1.65   22.70   30.10  265.50   48.78    0.39967    5936.31     1796047.5    0.50427
  2036100318    13    46   45.682  268.20   50.23   664.43   25.27    1.59   22.60   28.17  270.00   49.91    0.05812     911.23      603258.4    0.07333
Event: 203600016 Start:   2036100218 Length:  6 Area:     115.359 SSIscaled:      0.16089 SSIarea:      0.20299
  2036100218    16    31   20.795  331.56   64.39   545.15   28.07    0.84   25.93   29.43  329.62   63.36    0.00635     142.64      372852.6    0.00801
  2036100300    16    42   26.993  340.71   66.35   574.38   29.18    1.46   26.17   31.66  342.00   66.73    0.01907     448.38      546370.2    0.02406
  2036100306    16    70   43.769  348.57   66.27   662.71   29.56    2.30   25.70   34.63  345.38   65.61    0.05626    1437.94      931258.6    0.07098
  2036100312    16    69   43.494  357.04   66.28   454.44   28.88    1.41   25.92   31.76  356.62   65.61    0.03646     862.65      853792.1    0.04600
  2036100318    16    59   36.964    0.70   66.58   568.11   28.71    1.69   25.60   31.93    1.12   66.73    0.03711     868.22      715161.2    0.04682
  2036100400    16    44   28.737    5.94   66.32   732.24   27.92    1.04   25.55   29.90   10.12   64.49    0.00564     130.30      507771.4    0.00711
Event: 203600021 Start:   2036100306 Length:  7 Area:     232.607 SSIscaled:      1.21137 SSIarea:      1.52839
  2036100306    21    81   61.585   91.79   59.93  1041.61   23.01    1.63   19.92   25.99   92.25   60.00    0.03934     522.00      615627.0    0.04964
  2036100312    21   120   93.025  104.51   59.97   952.39   23.77    2.04   18.80   27.47  104.62   60.00    0.33509    3873.73     1033257.4    0.42279
  2036100318    21    95   76.744  113.01   59.11   955.21   22.99    2.80   15.26   28.41  115.88   60.00    0.37405    4050.73      786777.8    0.47194
  2036100400    21   170  133.892  117.10   59.50  1139.19   21.30    2.01   16.13   25.19  122.62   60.00    0.22739    2084.19     1074811.2    0.28690
  2036100406    21    77   58.269  120.18   60.93   848.66   21.24    1.53   18.49   24.89  131.62   58.88    0.05257     528.67      458349.8    0.06633
  2036100412    21    61   46.720  118.36   60.52   582.94   22.52    2.03   18.43   26.15  118.12   60.00    0.17023    1717.89      442273.1    0.21478
