                                   Produced by tracking algorithm WTRACK revision 167, developed by Freie Universitaet Berlin-Institute of Meteorology
        DATE INDEX  SIZE     AREA     LON     LAT   RADIUS   MEANV    STDV    MINV    MAXV  LONMAX  LATMAX       SSIn       SSIs         SSIu      SSIan
Event: 209700001 Start:   2097100100 Length:  5 Area:     142.510 SSIscaled:      3.46456 SSIarea:      4.37056
  2097100100     1   313   97.657  196.62   79.39  1367.49   26.10    3.56   21.28   32.89  194.62   80.19    1.47861   19768.63     1484740.4    1.86533
  2097100106     1   315   84.040  191.42   80.35   902.41   26.45    3.56   21.45   33.32  192.38   80.19    1.50437   19717.80     1326838.4    1.89775
  2097100112     1   241   57.429  179.49   81.29   814.71   25.02    2.29   21.38   29.39  176.62   81.31    0.33713    4322.64      745849.4    0.42527
  2097100118     1   243   55.791  165.38   81.39   790.16   24.19    1.63   21.26   27.06  162.00   81.31    0.14101    1778.19      647435.6    0.17787
  2097100200     1   123   28.630  143.83   81.11   640.74   22.27    0.60   20.82   23.29  142.88   81.31    0.00345      42.05      256218.6    0.00435
Event: 209700005 Start:   2097100100 Length: 17 Area:     565.008 SSIscaled:      9.23309 SSIarea:     11.64952
  2097100100     5    50   67.188  268.09   31.31   700.56   24.74    5.48   15.83   40.17  267.75   31.96    2.05413   24907.33      949648.0    2.59173
  2097100106     5    80  105.854  269.55   32.95   998.09   25.92    5.80   15.07   43.51  270.00   34.21    2.98717   41829.71     1723199.2    3.76896
  2097100112     5    44   57.893  272.72   34.46  1057.59   26.82    6.09   16.13   40.96  273.38   36.45    1.31322   21885.87     1047393.6    1.65691
  2097100118     5    40   52.467  275.09   34.54   870.31   24.07    4.65   16.92   34.48  275.62   37.57    0.13452    2332.33      660561.5    0.16973
  2097100200     5    32   41.100  280.06   38.01  1215.43   24.81    4.14   18.16   33.51  281.25   39.81    0.03604     763.81      550509.0    0.04547
  2097100206     5    63   78.460  284.08   39.50  1229.85   28.99    4.97   20.36   40.13  284.62   40.93    0.95370   20640.33     1685614.1    1.20330
  2097100212     5    56   67.686  289.99   42.29  1665.92   28.23    3.44   20.62   36.11  290.25   43.18    0.24254    5370.18     1286642.1    0.30601
  2097100218     5    51   59.938  299.00   45.20  2192.55   28.95    4.65   21.63   41.72  299.25   45.42    0.24784    7238.08     1271804.5    0.31270
  2097100300     5    51   56.536  307.94   47.23  1716.36   32.87    4.43   27.06   45.60  309.38   47.66    0.32993   11783.00     1716974.1    0.41628
  2097100306     5    56   59.548  314.43   47.89  1289.51   35.18    3.17   29.61   43.27  318.38   48.78    0.30258   11144.49     2148154.8    0.38177
  2097100312     5    66   69.125  319.11   48.48  1262.97   34.94    2.38   30.72   39.29  324.00   49.91    0.20404    7567.74     2417871.5    0.25744
  2097100318     5    68   69.907  327.99   49.72  1313.39   33.91    1.86   30.60   37.63  331.88   51.03    0.09878    3618.04     2224522.2    0.12463
  2097100400     5    70   70.210  336.66   50.89  1343.46   33.67    1.81   29.62   37.26  340.88   51.03    0.10546    3725.06     2187253.5    0.13306
  2097100406     5    85   83.765  342.75   51.46  1334.23   33.06    1.76   28.72   35.80  345.38   52.15    0.11746    3917.08     2469674.8    0.14820
  2097100412     5    72   69.254  350.09   52.30  1115.80   31.47    1.38   28.38   34.01  342.00   51.03    0.03427    1091.77     1756408.9    0.04324
  2097100418     5    84   78.863    1.62   53.56  1404.53   30.10    1.44   26.59   32.91  353.25   53.27    0.04293    1111.91     1750992.1    0.05417
  2097100500     5    39   36.787    0.27   53.04   528.69   30.26    1.98   26.63   34.55    0.00   53.27    0.02847     828.40      835132.0    0.03592
Event: 209700012 Start:   2097100112 Length:  6 Area:     116.078 SSIscaled:      0.34955 SSIarea:      0.44103
  2097100112    12    55   39.128  123.40   63.18   523.00   19.68    1.02   17.56   22.39  130.50   65.61    0.01567     122.51      243231.8    0.01977
  2097100118    12    25   18.188  123.60   62.06   284.84   19.42    0.87   17.86   20.52  122.62   62.24    0.00559      43.08      108374.7    0.00706
  2097100200    12    97   68.403  129.27   61.67  1282.08   20.62    1.62   18.29   25.03  136.12   58.88    0.04606     389.82      494153.1    0.05811
  2097100206    12    55   37.653  126.15   64.02   554.98   19.19    0.64   17.87   20.34  135.00   62.24    0.01156      82.14      216091.6    0.01458
  2097100212    12   105   76.814  128.57   62.54  1034.70   22.11    2.09   18.86   27.95  140.62   58.88    0.25946    1953.96      690346.1    0.32735
  2097100218    12    39   29.634  134.88   61.15   587.44   21.93    3.00   17.85   27.05  140.62   58.88    0.01122     122.49      267350.2    0.01416
Event: 209700015 Start:   2097100118 Length:  7 Area:     194.760 SSIscaled:      0.09632 SSIarea:      0.12153
  2097100118    15    29   28.378  322.64   50.96   695.27   32.71    1.73   29.68   37.01  322.88   51.03    0.01849     677.48      810010.5    0.02333
  2097100200    15    17   16.819  330.79   50.74   391.27   32.20    1.45   30.73   35.22  330.75   51.03    0.00527     193.38      456816.6    0.00665
  2097100206    15    41   40.641  336.35   50.76   833.67   32.07    1.10   30.59   34.88  337.50   51.03    0.00916     328.42     1087856.9    0.01156
  2097100212    15    46   44.924  342.42   52.24   908.01   31.17    0.85   29.40   33.14  340.88   53.27    0.00423     142.57     1103303.4    0.00534
  2097100218    15    67   63.011  352.35   54.08  1128.08   31.23    1.47   29.30   36.16  353.25   54.39    0.03474    1111.90     1562341.8    0.04384
  2097100300    15    43   38.550  358.45   55.80   831.51   30.65    1.43   27.54   33.49  357.75   57.76    0.01367     421.85      903936.4    0.01725
  2097100306    15    34   28.915    5.83   59.60  1078.95   28.66    1.77   25.98   33.33    5.62   61.12    0.01075     281.27      557145.2    0.01356
Event: 209700017 Start:   2097100212 Length:  8 Area:     173.158 SSIscaled:      0.53325 SSIarea:      0.67272
  2097100212    17   178   55.701  217.27   77.69   793.84   23.87    1.72   21.40   27.61  216.00   77.94    0.08505    1149.06      622752.2    0.10729
  2097100218    17   254   74.796  206.29   79.23  1693.63   23.73    1.68   20.68   27.08  204.75   79.06    0.09699    1300.89      820773.6    0.12236
  2097100300    17   270   74.600  192.03   79.35   876.50   24.21    1.61   21.11   27.37  190.12   79.06    0.13853    1842.82      867610.2    0.17476
  2097100306    17   286   76.518  184.54   79.47   797.84   23.83    1.41   21.19   26.54  182.25   79.06    0.09480    1244.38      846076.2    0.11959
  2097100312    17   231   69.007  177.89   79.16   738.28   23.81    1.25   21.45   26.22  180.00   80.19    0.07749    1009.56      759713.1    0.09775
  2097100318    17   169   55.612  171.87   78.36   722.38   23.42    1.08   21.14   25.65  172.12   79.06    0.03770     487.23      581397.3    0.04756
  2097100400    17    91   35.366  166.16   76.44   624.92   22.41    0.65   20.69   23.59  165.38   76.82    0.00266      33.89      322888.1    0.00335
