                                   Produced by tracking algorithm WTRACK revision 167, developed by Freie Universitaet Berlin-Institute of Meteorology
        DATE INDEX  SIZE     AREA     LON     LAT   RADIUS   MEANV    STDV    MINV    MAXV  LONMAX  LATMAX       SSIn       SSIs         SSIu      SSIan
Event: 204300001 Start:   2043100100 Length:  4 Area:      64.960 SSIscaled:      0.77624 SSIarea:      0.97901
  2043100100     1   284   47.338  250.27   83.70   686.16   24.80    2.40   20.22   29.29  245.25   83.55    0.48129    5373.45      600481.1    0.60698
  2043100106     1   255   46.919  235.99   82.48   677.68   24.25    2.09   20.05   27.98  234.00   82.43    0.24792    2889.31      552948.5    0.31271
  2043100112     1   152   34.237  226.55   81.36   525.40   23.44    1.31   20.69   25.74  225.00   81.31    0.04595     556.33      359888.9    0.05796
  2043100118     1    56   16.265  218.86   79.18   296.21   22.60    0.55   21.18   23.40  218.25   77.94    0.00108      14.10      152086.6    0.00136
Event: 204300009 Start:   2043100118 Length:  5 Area:      98.670 SSIscaled:      0.23700 SSIarea:      0.29903
  2043100118     9    74   57.520   19.52   60.41   802.58   27.02    2.38   22.81   31.32   18.00   61.12    0.15650    2690.63      939357.6    0.19746
  2043100200     9    42   32.515   21.39   59.98   507.81   27.06    1.26   23.66   28.85   23.62   60.00    0.05540     910.07      524255.7    0.06990
  2043100206     9    35   27.261   23.53   59.32   652.17   25.49    1.32   23.43   27.89   15.75   62.24    0.00474      84.56      368258.2    0.00597
  2043100212     9    22   18.282   32.32   57.88   351.07   24.15    0.72   23.12   25.59   31.50   57.76    0.00200      31.79      208891.0    0.00253
  2043100218     9    36   31.614   37.02   55.31   438.14   24.70    1.06   22.80   26.58   37.12   55.51    0.01836     278.81      387417.6    0.02316
Event: 204300012 Start:   2043100200 Length:  4 Area:      59.186 SSIscaled:      0.26506 SSIarea:      0.33439
  2043100200    12    77   27.727   95.14   76.18   426.33   24.33    1.79   21.13   27.58   96.75   75.70    0.08291    1054.29      328332.6    0.10460
  2043100206    12    91   29.041   95.20   78.26   525.83   24.69    1.89   21.31   27.96   92.25   79.06    0.11302    1442.05      359656.8    0.14259
  2043100212    12    90   24.944   93.06   79.93   513.46   24.23    1.63   21.34   27.19   92.25   80.19    0.05484     712.08      290790.1    0.06918
  2043100218    12    68   16.540   91.85   80.97   374.19   23.44    1.28   21.20   25.50   90.00   81.31    0.01429     184.29      173847.1    0.01803
Event: 204300019 Start:   2043100312 Length:  5 Area:     108.852 SSIscaled:      1.12597 SSIarea:      1.42061
  2043100312    19    67   37.494  123.21   68.95   858.08   21.38    1.27   18.36   24.64  127.12   68.97    0.01777     188.81      299416.0    0.02241
  2043100318    19    87   49.581  128.54   68.43   486.17   23.24    3.13   18.01   30.56  130.50   68.97    0.44780    4828.24      531363.7    0.56499
  2043100400    19    94   55.272  133.58   68.01   594.16   23.07    2.88   17.55   28.80  132.75   68.97    0.47937    4814.46      574522.1    0.60481
  2043100406    19    59   36.514  140.54   67.66   763.06   21.38    2.12   17.19   28.29  141.75   67.85    0.11099    1091.58      297298.8    0.14004
  2043100412    19    32   20.389  142.10   66.00   370.48   21.49    2.26   15.93   25.06  142.88   66.73    0.07004     631.62      168926.3    0.08837
Event: 204300022 Start:   2043100400 Length:  8 Area:     138.902 SSIscaled:      0.36412 SSIarea:      0.45926
  2043100400    22   100   21.898  135.51   80.39   606.86   21.83    0.45   20.79   22.70  136.12   80.19    0.00107      12.66      184379.1    0.00135
  2043100406    22   161   35.418  139.56   80.92   644.47   23.23    1.28   21.04   25.65  138.38   81.31    0.04420     532.05      362553.9    0.05576
  2043100412    22   321   63.260  151.64   81.64   604.88   23.13    1.08   21.34   25.71  149.62   81.31    0.04784     591.89      637393.9    0.06034
  2043100418    22   346   63.788  162.07   82.50   639.36   23.61    1.20   21.36   26.06  157.50   82.43    0.07659     959.52      684267.9    0.09660
  2043100500    22   411   67.898  177.19   83.08   699.23   23.70    1.29   21.06   26.09  181.12   82.43    0.09264    1164.04      737752.1    0.11684
  2043100506    22   274   42.836  184.95   83.19   589.09   23.69    1.44   21.03   26.42  184.50   82.43    0.06634     834.82      465849.2    0.08367
  2043100512    22   257   34.144  194.37   83.78   541.89   23.36    1.26   20.94   25.67  192.38   83.55    0.03479     433.76      355155.2    0.04387
  2043100518    22   122   19.296  205.79   83.45   440.37   22.03    0.45   20.87   22.77  202.50   82.43    0.00066       8.10      167120.2    0.00083
Event: 204300031 Start:   2043100506 Length: 10 Area:     267.014 SSIscaled:      4.68289 SSIarea:      5.90847
  2043100506    31    25   33.987  212.15   30.54   544.45   30.52    7.01   21.20   46.67  212.62   30.84    1.82027   35261.00      912072.8    2.29666
  2043100512    31    26   34.371  216.25   33.45   589.01   31.47    6.17   22.83   45.40  216.00   34.21    1.05767   24878.21      972044.9    1.33448
  2043100518    31    24   30.613  220.83   36.60   567.64   32.25    5.22   25.05   43.98  220.50   36.45    0.67373   16900.60      898543.9    0.85006
  2043100600    31    28   34.387  225.86   39.54   702.19   31.69    4.40   25.76   42.85  226.12   39.81    0.53959   13236.36      938217.4    0.68081
  2043100606    31    24   28.165  230.94   42.48   629.30   30.47    3.52   25.33   37.21  230.62   43.18    0.20453    4893.36      670687.8    0.25805
  2043100612    31    25   27.690  236.63   45.26   377.98   30.12    5.84   16.92   40.05  236.25   45.42    0.15213    4449.39      679517.2    0.19195
  2043100618    31    27   29.421  242.63   46.07   506.71   21.87    6.31   10.45   31.18  239.62   46.54    0.07243     715.48      310126.2    0.09138
  2043100700    31    20   20.781  247.17   47.78   385.84   16.74    3.76    9.87   24.33  248.62   48.78    0.06669     251.45       90960.8    0.08414
  2043100706    31    56   58.868  254.21   48.48   634.99   24.76    4.37   12.62   30.52  253.12   48.78    0.06311    1204.10      786598.8    0.07963
  2043100712    31    24   25.522  259.37   47.06   426.37   26.30    1.43   23.24   28.87  258.75   47.66    0.03274     563.45      378958.5    0.04130
Event: 204300033 Start:   2043100600 Length:  5 Area:     113.478 SSIscaled:      0.90368 SSIarea:      1.14018
  2043100600    33    20   20.369   64.62   48.72   440.05   23.00    1.11   20.46   25.33   65.25   48.78    0.01892     218.98      201944.2    0.02387
  2043100606    33    29   30.030   70.60   48.06   370.30   23.41    1.64   20.19   26.18   72.00   48.78    0.04274     525.13      316150.6    0.05392
  2043100612    33    30   31.558   76.03   47.57   405.15   23.86    2.08   19.41   27.33   75.38   47.66    0.15117    1662.53      354346.1    0.19073
  2043100618    33    27   28.855   81.90   46.52   498.91   22.89    2.41   19.17   27.75   82.12   46.54    0.36815    3059.76      289295.3    0.46451
  2043100700    33    33   36.594   86.08   45.52   856.11   18.60    3.07   12.36   24.45   84.38   45.42    0.32270    1925.10      206023.7    0.40715
Event: 204300034 Start:   2043100600 Length: 12 Area:     312.961 SSIscaled:      1.35846 SSIarea:      1.71396
  2043100600    34    15   15.686  337.94   47.95   367.91   32.42    2.01   29.92   36.48  337.50   47.66    0.01799     609.92      437506.7    0.02270
  2043100606    34    25   24.651  345.45   52.04   694.58   33.46    2.88   29.45   40.07  345.38   52.15    0.10761    3489.37      763620.6    0.13577
  2043100612    34    27   24.009  352.73   56.48   634.49   33.44    3.22   28.83   40.39  353.25   56.64    0.12516    4020.16      746565.3    0.15791
  2043100618    34    26   20.873  359.38   59.99   523.95   31.28    1.90   27.66   35.98  358.88   60.00    0.03765    1057.26      522616.5    0.04750
  2043100700    34    23   16.787    7.57   62.44   390.68   29.46    1.37   27.61   32.30    7.88   62.24    0.00219      64.59      349374.0    0.00277
  2043100706    34    28   19.655    5.78   64.98   688.42   28.87    0.69   27.52   30.23    4.50   63.36    0.00224      56.21      383083.2    0.00283
